function,year,amount,sheet
Department of Veterans Affairs,1994,37377.0,hist04z1
Corps of Engineers--Civil Works,1994,3483.0,hist04z1
Other Defense--Civil Programs,1994,26969.0,hist04z1
Environmental Protection Agency,1994,5855.0,hist04z1
Executive Office of the President,1994,231.0,hist04z1
General Services Administration,1994,332.0,hist04z1
International Assistance Programs,1994,10497.0,hist04z1
National Aeronautics and Space Administration,1994,13694.0,hist04z1
National Science Foundation,1994,2605.0,hist04z1
Office of Personnel Management,1994,38596.0,hist04z1
Small Business Administration,1994,779.0,hist04z1
Social Security Administration (On-Budget),1994,31164.0,hist04z1
Social Security Administration (Off-Budget),1994,313881.0,hist04z1
Other Independent Agencies (On-Budget),1994,3356.0,hist04z1
Other Independent Agencies (Off-Budget),1994,1103.0,hist04z1
Undistributed Offsetting Receipts,1994,-123469.0,hist04z1
(On-budget),1994,-87857.0,hist04z1
(Off-budget),1994,-35612.0,hist04z1
Total outlays,1994,1461752.0,hist04z1
Legislative Branch,1995,2609.0,hist04z1
Judicial Branch,1995,2903.0,hist04z1
Department of Agriculture,1995,56550.0,hist04z1
Department of Commerce,1995,3401.0,hist04z1
Department of Defense--Military Programs,1995,259487.0,hist04z1
Department of Education,1995,31205.0,hist04z1
Department of Energy,1995,17608.0,hist04z1
Department of Health and Human Services,1995,303060.0,hist04z1
Department of Homeland Security,1995,9376.0,hist04z1
Department of Housing and Urban Development,1995,29044.0,hist04z1
Department of the Interior,1995,7479.0,hist04z1
Department of Justice,1995,10149.0,hist04z1
Department of Labor,1995,32808.0,hist04z1
Department of State,1995,6263.0,hist04z1
Department of Transportation,1995,35132.0,hist04z1
Department of the Treasury,1995,346875.0,hist04z1
Department of Veterans Affairs,1995,37748.0,hist04z1
Corps of Engineers--Civil Works,1995,3745.0,hist04z1
Other Defense--Civil Programs,1995,27972.0,hist04z1
Environmental Protection Agency,1995,6351.0,hist04z1
Executive Office of the President,1995,215.0,hist04z1
General Services Administration,1995,679.0,hist04z1
International Assistance Programs,1995,11128.0,hist04z1
National Aeronautics and Space Administration,1995,13378.0,hist04z1
National Science Foundation,1995,2814.0,hist04z1
Office of Personnel Management,1995,41276.0,hist04z1
Small Business Administration,1995,677.0,hist04z1
Social Security Administration (On-Budget),1995,31037.0,hist04z1
Social Security Administration (Off-Budget),1995,330370.0,hist04z1
Other Independent Agencies (On-Budget),1995,-5996.0,hist04z1
Other Independent Agencies (Off-Budget),1995,-1969.0,hist04z1
Undistributed Offsetting Receipts,1995,-137632.0,hist04z1
(On-budget),1995,-97895.0,hist04z1
(Off-budget),1995,-39737.0,hist04z1
Total outlays,1995,1515742.0,hist04z1
Legislative Branch,1996,2263.0,hist04z1
Judicial Branch,1996,3059.0,hist04z1
Department of Agriculture,1996,54218.0,hist04z1
Department of Commerce,1996,3702.0,hist04z1
Department of Defense--Military Programs,1996,253196.0,hist04z1
Department of Education,1996,29727.0,hist04z1
Department of Energy,1996,16195.0,hist04z1
Department of Health and Human Services,1996,319788.0,hist04z1
Department of Homeland Security,1996,9692.0,hist04z1
Department of Housing and Urban Development,1996,25236.0,hist04z1
Department of the Interior,1996,6776.0,hist04z1
Department of Justice,1996,11049.0,hist04z1
Department of Labor,1996,33163.0,hist04z1
Department of State,1996,5730.0,hist04z1
Department of Transportation,1996,35144.0,hist04z1
Department of the Treasury,1996,362862.0,hist04z1
Department of Veterans Affairs,1996,36896.0,hist04z1
Corps of Engineers--Civil Works,1996,3627.0,hist04z1
Other Defense--Civil Programs,1996,28947.0,hist04z1
Environmental Protection Agency,1996,6046.0,hist04z1
Executive Office of the President,1996,202.0,hist04z1
General Services Administration,1996,560.0,hist04z1
International Assistance Programs,1996,9665.0,hist04z1
National Aeronautics and Space Administration,1996,13881.0,hist04z1
National Science Foundation,1996,2988.0,hist04z1
Office of Personnel Management,1996,42870.0,hist04z1
Small Business Administration,1996,873.0,hist04z1
Social Security Administration (On-Budget),1996,30694.0,hist04z1
Social Security Administration (Off-Budget),1996,343869.0,hist04z1
Other Independent Agencies (On-Budget),1996,2743.0,hist04z1
Other Independent Agencies (Off-Budget),1996,-180.0,hist04z1
Undistributed Offsetting Receipts,1996,-134997.0,hist04z1
(On-budget),1996,-92212.0,hist04z1
(Off-budget),1996,-42785.0,hist04z1
Total outlays,1996,1560484.0,hist04z1
Legislative Branch,1997,2348.0,hist04z1
Judicial Branch,1997,3259.0,hist04z1
Department of Agriculture,1997,52393.0,hist04z1
Department of Commerce,1997,3782.0,hist04z1
Department of Defense--Military Programs,1997,258262.0,hist04z1
Department of Education,1997,30009.0,hist04z1
Department of Energy,1997,14458.0,hist04z1
Department of Health and Human Services,1997,339514.0,hist04z1
Department of Homeland Security,1997,10533.0,hist04z1
Department of Housing and Urban Development,1997,27527.0,hist04z1
Department of the Interior,1997,6763.0,hist04z1
Department of Justice,1997,13076.0,hist04z1
Department of Labor,1997,31088.0,hist04z1
Department of State,1997,6029.0,hist04z1
Department of Transportation,1997,36072.0,hist04z1
Department of the Treasury,1997,377491.0,hist04z1
Department of Veterans Affairs,1997,39253.0,hist04z1
Corps of Engineers--Civil Works,1997,3598.0,hist04z1
Other Defense--Civil Programs,1997,30279.0,hist04z1
Environmental Protection Agency,1997,6164.0,hist04z1
Executive Office of the President,1997,221.0,hist04z1
General Services Administration,1997,882.0,hist04z1
International Assistance Programs,1997,10075.0,hist04z1
National Aeronautics and Space Administration,1997,14360.0,hist04z1
National Science Foundation,1997,3093.0,hist04z1
Office of Personnel Management,1997,45404.0,hist04z1
Small Business Administration,1997,333.0,hist04z1
Social Security Administration (On-Budget),1997,34309.0,hist04z1
Social Security Administration (Off-Budget),1997,358372.0,hist04z1
Other Independent Agencies (On-Budget),1997,-2813.0,hist04z1
Other Independent Agencies (Off-Budget),1997,-49.0,hist04z1
Undistributed Offsetting Receipts,1997,-154969.0,hist04z1
(On-budget),1997,-107272.0,hist04z1
(Off-budget),1997,-47697.0,hist04z1
Total outlays,1997,1601116.0,hist04z1
Legislative Branch,1998,2572.0,hist04z1
Judicial Branch,1998,3459.0,hist04z1
Department of Agriculture,1998,53800.0,hist04z1
Department of Commerce,1998,4036.0,hist04z1
Department of Defense--Military Programs,1998,255793.0,hist04z1
Department of Education,1998,31294.0,hist04z1
Department of Energy,1998,14414.0,hist04z1
Department of Health and Human Services,1998,350341.0,hist04z1
Department of Homeland Security,1998,10617.0,hist04z1
Department of Housing and Urban Development,1998,30181.0,hist04z1
Department of the Interior,1998,7222.0,hist04z1
Department of Justice,1998,14045.0,hist04z1
Department of Labor,1998,30580.0,hist04z1
Department of State,1998,5396.0,hist04z1
Department of Transportation,1998,35554.0,hist04z1
Department of the Treasury,1998,389005.0,hist04z1
Department of Veterans Affairs,1998,41724.0,hist04z1
Corps of Engineers--Civil Works,1998,3775.0,hist04z1
Other Defense--Civil Programs,1998,31204.0,hist04z1
Environmental Protection Agency,1998,6269.0,hist04z1
Executive Office of the President,1998,237.0,hist04z1
General Services Administration,1998,826.0,hist04z1
International Assistance Programs,1998,8886.0,hist04z1
National Aeronautics and Space Administration,1998,14194.0,hist04z1
National Science Foundation,1998,3143.0,hist04z1
Office of Personnel Management,1998,46297.0,hist04z1
Small Business Administration,1998,-77.0,hist04z1
Social Security Administration (On-Budget),1998,37542.0,hist04z1
Social Security Administration (Off-Budget),1998,370068.0,hist04z1
Other Independent Agencies (On-Budget),1998,10878.0,hist04z1
Other Independent Agencies (Off-Budget),1998,217.0,hist04z1
Undistributed Offsetting Receipts,1998,-161034.0,hist04z1
(On-budget),1998,-107353.0,hist04z1
(Off-budget),1998,-53681.0,hist04z1
Total outlays,1998,1652458.0,hist04z1
Legislative Branch,1999,2592.0,hist04z1
Judicial Branch,1999,3789.0,hist04z1
Department of Agriculture,1999,62690.0,hist04z1
Department of Commerce,1999,5020.0,hist04z1
Department of Defense--Military Programs,1999,261196.0,hist04z1
Department of Education,1999,31285.0,hist04z1
Department of Energy,1999,15879.0,hist04z1
Department of Health and Human Services,1999,359429.0,hist04z1
Department of Homeland Security,1999,13321.0,hist04z1
Department of Housing and Urban Development,1999,32693.0,hist04z1
Department of the Interior,1999,7783.0,hist04z1
Department of Justice,1999,16181.0,hist04z1
Department of Labor,1999,32995.0,hist04z1
Department of State,1999,6554.0,hist04z1
Department of Transportation,1999,37672.0,hist04z1
Department of the Treasury,1999,385045.0,hist04z1
Department of Veterans Affairs,1999,43125.0,hist04z1
Corps of Engineers--Civil Works,1999,3934.0,hist04z1
Other Defense--Civil Programs,1999,31987.0,hist04z1
Environmental Protection Agency,1999,6733.0,hist04z1
Executive Office of the President,1999,417.0,hist04z1
General Services Administration,1999,-413.0,hist04z1
International Assistance Programs,1999,10070.0,hist04z1
National Aeronautics and Space Administration,1999,13636.0,hist04z1
National Science Foundation,1999,3246.0,hist04z1
Office of Personnel Management,1999,47519.0,hist04z1
Small Business Administration,1999,57.0,hist04z1
Social Security Administration (On-Budget),1999,40021.0,hist04z1
Social Security Administration (Off-Budget),1999,379212.0,hist04z1
Other Independent Agencies (On-Budget),1999,6189.0,hist04z1
Other Independent Agencies (Off-Budget),1999,1021.0,hist04z1
Undistributed Offsetting Receipts,1999,-159036.0,hist04z1
(On-budget),1999,-99581.0,hist04z1
(Off-budget),1999,-59455.0,hist04z1
Total outlays,1999,1701842.0,hist04z1
Legislative Branch,2000,2871.0,hist04z1
Judicial Branch,2000,4057.0,hist04z1
Department of Agriculture,2000,75071.0,hist04z1
Department of Commerce,2000,7788.0,hist04z1
Department of Defense--Military Programs,2000,281028.0,hist04z1
Department of Education,2000,33476.0,hist04z1
Department of Energy,2000,14971.0,hist04z1
Department of Health and Human Services,2000,382311.0,hist04z1
Department of Homeland Security,2000,13159.0,hist04z1
Department of Housing and Urban Development,2000,30781.0,hist04z1
Department of the Interior,2000,7998.0,hist04z1
Department of Justice,2000,16846.0,hist04z1
Department of Labor,2000,31873.0,hist04z1
Department of State,2000,6687.0,hist04z1
Department of Transportation,2000,41555.0,hist04z1
Department of the Treasury,2000,390524.0,hist04z1
Department of Veterans Affairs,2000,47044.0,hist04z1
Corps of Engineers--Civil Works,2000,4229.0,hist04z1
Other Defense--Civil Programs,2000,32801.0,hist04z1
Environmental Protection Agency,2000,7223.0,hist04z1
Executive Office of the President,2000,283.0,hist04z1
General Services Administration,2000,74.0,hist04z1
International Assistance Programs,2000,12087.0,hist04z1
National Aeronautics and Space Administration,2000,13428.0,hist04z1
National Science Foundation,2000,3448.0,hist04z1
Office of Personnel Management,2000,48655.0,hist04z1
Small Business Administration,2000,-421.0,hist04z1
Social Security Administration (On-Budget),2000,45121.0,hist04z1
Social Security Administration (Off-Budget),2000,396169.0,hist04z1
Other Independent Agencies (On-Budget),2000,8803.0,hist04z1
Other Independent Agencies (Off-Budget),2000,2029.0,hist04z1
Undistributed Offsetting Receipts,2000,-173019.0,hist04z1
(On-budget),2000,-105586.0,hist04z1
(Off-budget),2000,-67433.0,hist04z1
Total outlays,2000,1788950.0,hist04z1
Legislative Branch,2001,2959.0,hist04z1
Judicial Branch,2001,4381.0,hist04z1
Department of Agriculture,2001,68071.0,hist04z1
Department of Commerce,2001,5003.0,hist04z1
Department of Defense--Military Programs,2001,290185.0,hist04z1
Department of Education,2001,35523.0,hist04z1
Department of Energy,2001,16319.0,hist04z1
Department of Health and Human Services,2001,425885.0,hist04z1
Department of Homeland Security,2001,14980.0,hist04z1
Department of Housing and Urban Development,2001,33865.0,hist04z1
Department of the Interior,2001,7743.0,hist04z1
Department of Justice,2001,18443.0,hist04z1
Department of Labor,2001,39707.0,hist04z1
Department of State,2001,7487.0,hist04z1
Department of Transportation,2001,49231.0,hist04z1
Department of the Treasury,2001,388268.0,hist04z1
Department of Veterans Affairs,2001,45012.0,hist04z1
Corps of Engineers--Civil Works,2001,4640.0,hist04z1
Other Defense--Civil Programs,2001,34131.0,hist04z1
Environmental Protection Agency,2001,7367.0,hist04z1
Executive Office of the President,2001,246.0,hist04z1
General Services Administration,2001,-309.0,hist04z1
International Assistance Programs,2001,11804.0,hist04z1
National Aeronautics and Space Administration,2001,14092.0,hist04z1
National Science Foundation,2001,3662.0,hist04z1
Office of Personnel Management,2001,50894.0,hist04z1
Small Business Administration,2001,-570.0,hist04z1
Social Security Administration (On-Budget),2001,40007.0,hist04z1
Social Security Administration (Off-Budget),2001,421257.0,hist04z1
Other Independent Agencies (On-Budget),2001,11386.0,hist04z1
Other Independent Agencies (Off-Budget),2001,2302.0,hist04z1
Undistributed Offsetting Receipts,2001,-191125.0,hist04z1
(On-budget),2001,-114404.0,hist04z1
(Off-budget),2001,-76721.0,hist04z1
Total outlays,2001,1862846.0,hist04z1
Legislative Branch,2002,3187.0,hist04z1
Judicial Branch,2002,4828.0,hist04z1
Department of Agriculture,2002,68622.0,hist04z1
Department of Commerce,2002,5312.0,hist04z1
Department of Defense--Military Programs,2002,331845.0,hist04z1
Department of Education,2002,46373.0,hist04z1
Department of Energy,2002,17669.0,hist04z1
Department of Health and Human Services,2002,465326.0,hist04z1
Department of Homeland Security,2002,17570.0,hist04z1
Department of Housing and Urban Development,2002,31788.0,hist04z1
Department of the Interior,2002,9739.0,hist04z1
Department of Justice,2002,21178.0,hist04z1
Department of Labor,2002,64686.0,hist04z1
Department of State,2002,9327.0,hist04z1
Department of Transportation,2002,56252.0,hist04z1
Department of the Treasury,2002,371187.0,hist04z1
Department of Veterans Affairs,2002,50868.0,hist04z1
Corps of Engineers--Civil Works,2002,4727.0,hist04z1
Other Defense--Civil Programs,2002,35136.0,hist04z1
Environmental Protection Agency,2002,7451.0,hist04z1
Executive Office of the President,2002,451.0,hist04z1
General Services Administration,2002,-684.0,hist04z1
International Assistance Programs,2002,13289.0,hist04z1
National Aeronautics and Space Administration,2002,14405.0,hist04z1
National Science Foundation,2002,4155.0,hist04z1
Office of Personnel Management,2002,52540.0,hist04z1
Small Business Administration,2002,493.0,hist04z1
Social Security Administration (On-Budget),2002,45816.0,hist04z1
Social Security Administration (Off-Budget),2002,442010.0,hist04z1
Other Independent Agencies (On-Budget),2002,16705.0,hist04z1
Other Independent Agencies (Off-Budget),2002,-651.0,hist04z1
Undistributed Offsetting Receipts,2002,-200706.0,hist04z1
(On-budget),2002,-115009.0,hist04z1
(Off-budget),2002,-85697.0,hist04z1
Total outlays,2002,2010894.0,hist04z1
Legislative Branch,2003,3396.0,hist04z1
Judicial Branch,2003,5127.0,hist04z1
Department of Agriculture,2003,72737.0,hist04z1
Department of Commerce,2003,5665.0,hist04z1
Department of Defense--Military Programs,2003,388686.0,hist04z1
Department of Education,2003,57145.0,hist04z1
Department of Energy,2003,19379.0,hist04z1
Department of Health and Human Services,2003,504922.0,hist04z1
Department of Homeland Security,2003,31970.0,hist04z1
Department of Housing and Urban Development,2003,37410.0,hist04z1
Department of the Interior,2003,9193.0,hist04z1
Department of Justice,2003,20790.0,hist04z1
Department of Labor,2003,69563.0,hist04z1
Department of State,2003,9343.0,hist04z1
Department of Transportation,2003,50764.0,hist04z1
Department of the Treasury,2003,368256.0,hist04z1
Department of Veterans Affairs,2003,56921.0,hist04z1
Corps of Engineers--Civil Works,2003,4682.0,hist04z1
Other Defense--Civil Programs,2003,39874.0,hist04z1
Environmental Protection Agency,2003,8041.0,hist04z1
Executive Office of the President,2003,386.0,hist04z1
General Services Administration,2003,589.0,hist04z1
International Assistance Programs,2003,13449.0,hist04z1
National Aeronautics and Space Administration,2003,14610.0,hist04z1
National Science Foundation,2003,4690.0,hist04z1
Office of Personnel Management,2003,54135.0,hist04z1
Small Business Administration,2003,1558.0,hist04z1
Social Security Administration (On-Budget),2003,46333.0,hist04z1
Social Security Administration (Off-Budget),2003,461400.0,hist04z1
Other Independent Agencies (On-Budget),2003,14579.0,hist04z1
Other Independent Agencies (Off-Budget),2003,-5245.0,hist04z1
Undistributed Offsetting Receipts,2003,-210449.0,hist04z1
(On-budget),2003,-117303.0,hist04z1
(Off-budget),2003,-93146.0,hist04z1
Total outlays,2003,2159899.0,hist04z1
Legislative Branch,2004,3890.0,hist04z1
Judicial Branch,2004,5389.0,hist04z1
Department of Agriculture,2004,71560.0,hist04z1
Department of Commerce,2004,5829.0,hist04z1
Department of Defense--Military Programs,2004,437034.0,hist04z1
Department of Education,2004,62780.0,hist04z1
Department of Energy,2004,19892.0,hist04z1
Department of Health and Human Services,2004,542982.0,hist04z1
Department of Homeland Security,2004,26575.0,hist04z1
Department of Housing and Urban Development,2004,44984.0,hist04z1
Department of the Interior,2004,8606.0,hist04z1
Department of Justice,2004,29601.0,hist04z1
Department of Labor,2004,56687.0,hist04z1
Department of State,2004,10915.0,hist04z1
Department of Transportation,2004,54879.0,hist04z1
Department of the Treasury,2004,375844.0,hist04z1
Department of Veterans Affairs,2004,59554.0,hist04z1
Corps of Engineers--Civil Works,2004,4728.0,hist04z1
Other Defense--Civil Programs,2004,41726.0,hist04z1
Environmental Protection Agency,2004,8328.0,hist04z1
Executive Office of the President,2004,3349.0,hist04z1
General Services Administration,2004,-451.0,hist04z1
International Assistance Programs,2004,13639.0,hist04z1
National Aeronautics and Space Administration,2004,15152.0,hist04z1
National Science Foundation,2004,5092.0,hist04z1
Office of Personnel Management,2004,56547.0,hist04z1
Small Business Administration,2004,4075.0,hist04z1
Social Security Administration (On-Budget),2004,49008.0,hist04z1
Social Security Administration (Off-Budget),2004,481200.0,hist04z1
Other Independent Agencies (On-Budget),2004,10103.0,hist04z1
Other Independent Agencies (Off-Budget),2004,-4130.0,hist04z1
Undistributed Offsetting Receipts,2004,-212526.0,hist04z1
(On-budget),2004,-114967.0,hist04z1
(Off-budget),2004,-97559.0,hist04z1
Total outlays,2004,2292841.0,hist04z1
Legislative Branch,2005,3984.0,hist04z1
Judicial Branch,2005,5547.0,hist04z1
Department of Agriculture,2005,85308.0,hist04z1
Department of Commerce,2005,6147.0,hist04z1
Department of Defense--Military Programs,2005,474354.0,hist04z1
Department of Education,2005,72858.0,hist04z1
Department of Energy,2005,21271.0,hist04z1
Department of Health and Human Services,2005,581390.0,hist04z1
Department of Homeland Security,2005,38697.0,hist04z1
Department of Housing and Urban Development,2005,42453.0,hist04z1
Department of the Interior,2005,9292.0,hist04z1
Department of Justice,2005,22361.0,hist04z1
Department of Labor,2005,46949.0,hist04z1
Department of State,2005,12748.0,hist04z1
Department of Transportation,2005,56596.0,hist04z1
Department of the Treasury,2005,410240.0,hist04z1
Department of Veterans Affairs,2005,69815.0,hist04z1
Corps of Engineers--Civil Works,2005,4719.0,hist04z1
Other Defense--Civil Programs,2005,43481.0,hist04z1
Environmental Protection Agency,2005,7913.0,hist04z1
Executive Office of the President,2005,7686.0,hist04z1
General Services Administration,2005,20.0,hist04z1
International Assistance Programs,2005,15024.0,hist04z1
National Aeronautics and Space Administration,2005,15602.0,hist04z1
National Science Foundation,2005,5403.0,hist04z1
Office of Personnel Management,2005,59500.0,hist04z1
Small Business Administration,2005,2502.0,hist04z1
Social Security Administration (On-Budget),2005,54556.0,hist04z1
Social Security Administration (Off-Budget),2005,506779.0,hist04z1
Other Independent Agencies (On-Budget),2005,16766.0,hist04z1
Other Independent Agencies (Off-Budget),2005,-1791.0,hist04z1
Undistributed Offsetting Receipts,2005,-226213.0,hist04z1
(On-budget),2005,-123436.0,hist04z1
(Off-budget),2005,-102777.0,hist04z1
Total outlays,2005,2471957.0,hist04z1
Legislative Branch,2006,4101.0,hist04z1
Judicial Branch,2006,5823.0,hist04z1
Department of Agriculture,2006,93533.0,hist04z1
Department of Commerce,2006,6372.0,hist04z1
Department of Defense--Military Programs,2006,499344.0,hist04z1
Department of Education,2006,93368.0,hist04z1
Department of Energy,2006,19649.0,hist04z1
Department of Health and Human Services,2006,614274.0,hist04z1
Department of Homeland Security,2006,69025.0,hist04z1
Department of Housing and Urban Development,2006,42435.0,hist04z1
Department of the Interior,2006,9037.0,hist04z1
Department of Justice,2006,23324.0,hist04z1
Department of Labor,2006,43138.0,hist04z1
Department of State,2006,12953.0,hist04z1
Department of Transportation,2006,60139.0,hist04z1
Department of the Treasury,2006,464675.0,hist04z1
Department of Veterans Affairs,2006,69777.0,hist04z1
Corps of Engineers--Civil Works,2006,6944.0,hist04z1
Other Defense--Civil Programs,2006,44435.0,hist04z1
Environmental Protection Agency,2006,8321.0,hist04z1
Executive Office of the President,2006,5379.0,hist04z1
General Services Administration,2006,24.0,hist04z1
International Assistance Programs,2006,13917.0,hist04z1
National Aeronautics and Space Administration,2006,15125.0,hist04z1
National Science Foundation,2006,5510.0,hist04z1
Office of Personnel Management,2006,62400.0,hist04z1
Small Business Administration,2006,905.0,hist04z1
Social Security Administration (On-Budget),2006,53252.0,hist04z1
Social Security Administration (Off-Budget),2006,532491.0,hist04z1
Other Independent Agencies (On-Budget),2006,14003.0,hist04z1
Other Independent Agencies (Off-Budget),2006,-1075.0,hist04z1
Undistributed Offsetting Receipts,2006,-237548.0,hist04z1
(On-budget),2006,-128201.0,hist04z1
(Off-budget),2006,-109347.0,hist04z1
Total outlays,2006,2655050.0,hist04z1
Legislative Branch,2007,4294.0,hist04z1
Judicial Branch,2007,6006.0,hist04z1
Department of Agriculture,2007,84427.0,hist04z1
Department of Commerce,2007,6475.0,hist04z1
Department of Defense--Military Programs,2007,528578.0,hist04z1
Department of Education,2007,66372.0,hist04z1
Department of Energy,2007,20116.0,hist04z1
Department of Health and Human Services,2007,671982.0,hist04z1
Department of Homeland Security,2007,39156.0,hist04z1
Department of Housing and Urban Development,2007,45561.0,hist04z1
Department of the Interior,2007,10469.0,hist04z1
Department of Justice,2007,23349.0,hist04z1
Department of Labor,2007,47544.0,hist04z1
Department of State,2007,13737.0,hist04z1
Department of Transportation,2007,61697.0,hist04z1
Department of the Treasury,2007,490589.0,hist04z1
Department of Veterans Affairs,2007,72792.0,hist04z1
Corps of Engineers--Civil Works,2007,3918.0,hist04z1
Other Defense--Civil Programs,2007,47112.0,hist04z1
Environmental Protection Agency,2007,8259.0,hist04z1
Executive Office of the President,2007,2956.0,hist04z1
General Services Administration,2007,27.0,hist04z1
International Assistance Programs,2007,12752.0,hist04z1
National Aeronautics and Space Administration,2007,15861.0,hist04z1
National Science Foundation,2007,5488.0,hist04z1
Office of Personnel Management,2007,58431.0,hist04z1
Small Business Administration,2007,1175.0,hist04z1
Social Security Administration (On-Budget),2007,54917.0,hist04z1
Social Security Administration (Off-Budget),2007,566846.0,hist04z1
Other Independent Agencies (On-Budget),2007,12913.0,hist04z1
Other Independent Agencies (Off-Budget),2007,5093.0,hist04z1
Undistributed Offsetting Receipts,2007,-260206.0,hist04z1
(On-budget),2007,-141904.0,hist04z1
(Off-budget),2007,-118302.0,hist04z1
Total outlays,2007,2728686.0,hist04z1
Legislative Branch,2008,4408.0,hist04z1
Judicial Branch,2008,6347.0,hist04z1
Department of Agriculture,2008,90795.0,hist04z1
Department of Commerce,2008,7721.0,hist04z1
Department of Defense--Military Programs,2008,594662.0,hist04z1
Department of Education,2008,65963.0,hist04z1
Department of Energy,2008,21400.0,hist04z1
Department of Health and Human Services,2008,700442.0,hist04z1
Department of Homeland Security,2008,40676.0,hist04z1
Department of Housing and Urban Development,2008,49088.0,hist04z1
Department of the Interior,2008,9817.0,hist04z1
Department of Justice,2008,26545.0,hist04z1
Department of Labor,2008,58838.0,hist04z1
Department of State,2008,17493.0,hist04z1
Department of Transportation,2008,64944.0,hist04z1
Department of the Treasury,2008,548797.0,hist04z1
Department of Veterans Affairs,2008,84749.0,hist04z1
Corps of Engineers--Civil Works,2008,5075.0,hist04z1
Other Defense--Civil Programs,2008,45785.0,hist04z1
Environmental Protection Agency,2008,7939.0,hist04z1
Executive Office of the President,2008,1173.0,hist04z1
General Services Administration,2008,343.0,hist04z1
International Assistance Programs,2008,11359.0,hist04z1
National Aeronautics and Space Administration,2008,17833.0,hist04z1
National Science Foundation,2008,5785.0,hist04z1
Office of Personnel Management,2008,64393.0,hist04z1
Small Business Administration,2008,528.0,hist04z1
Social Security Administration (On-Budget),2008,58602.0,hist04z1
Social Security Administration (Off-Budget),2008,599197.0,hist04z1
Other Independent Agencies (On-Budget),2008,47221.0,hist04z1
Other Independent Agencies (Off-Budget),2008,2417.0,hist04z1
Undistributed Offsetting Receipts,2008,-277791.0,hist04z1
(On-budget),2008,-150928.0,hist04z1
(Off-budget),2008,-126863.0,hist04z1
Total outlays,2008,2982544.0,hist04z1
Legislative Branch,2009,4704.0,hist04z1
Judicial Branch,2009,6645.0,hist04z1
Department of Agriculture,2009,114440.0,hist04z1
Department of Commerce,2009,10718.0,hist04z1
Department of Defense--Military Programs,2009,636775.0,hist04z1
Department of Education,2009,53389.0,hist04z1
Department of Energy,2009,23683.0,hist04z1
Department of Health and Human Services,2009,796267.0,hist04z1
Department of Homeland Security,2009,51719.0,hist04z1
Department of Housing and Urban Development,2009,61019.0,hist04z1
Department of the Interior,2009,11775.0,hist04z1
Department of Justice,2009,27711.0,hist04z1
Department of Labor,2009,138157.0,hist04z1
Department of State,2009,21427.0,hist04z1
Department of Transportation,2009,73004.0,hist04z1
Department of the Treasury,2009,701775.0,hist04z1
Department of Veterans Affairs,2009,95457.0,hist04z1
Corps of Engineers--Civil Works,2009,6842.0,hist04z1
Other Defense--Civil Programs,2009,57276.0,hist04z1
Environmental Protection Agency,2009,8070.0,hist04z1
Executive Office of the President,2009,743.0,hist04z1
General Services Administration,2009,319.0,hist04z1
International Assistance Programs,2009,14797.0,hist04z1
National Aeronautics and Space Administration,2009,19168.0,hist04z1
National Science Foundation,2009,5958.0,hist04z1
Office of Personnel Management,2009,72302.0,hist04z1
Small Business Administration,2009,2246.0,hist04z1
Social Security Administration (On-Budget),2009,78657.0,hist04z1
Social Security Administration (Off-Budget),2009,648892.0,hist04z1
Other Independent Agencies (On-Budget),2009,47631.0,hist04z1
Other Independent Agencies (Off-Budget),2009,304.0,hist04z1
Undistributed Offsetting Receipts,2009,-274193.0,hist04z1
(On-budget),2009,-142013.0,hist04z1
(Off-budget),2009,-132180.0,hist04z1
Total outlays,2009,3517677.0,hist04z1
Legislative Branch,2010,5839.0,hist04z1
Judicial Branch,2010,7181.0,hist04z1
Department of Agriculture,2010,129459.0,hist04z1
Department of Commerce,2010,13236.0,hist04z1
Department of Defense--Military Programs,2010,666715.0,hist04z1
Department of Education,2010,93743.0,hist04z1
Department of Energy,2010,30778.0,hist04z1
Department of Health and Human Services,2010,854059.0,hist04z1
Department of Homeland Security,2010,44457.0,hist04z1
Department of Housing and Urban Development,2010,60141.0,hist04z1
Department of the Interior,2010,13164.0,hist04z1
Department of Justice,2010,29556.0,hist04z1
Department of Labor,2010,173053.0,hist04z1
Department of State,2010,23802.0,hist04z1
Department of Transportation,2010,77750.0,hist04z1
Department of the Treasury,2010,444338.0,hist04z1
Department of Veterans Affairs,2010,108274.0,hist04z1
Corps of Engineers--Civil Works,2010,9876.0,hist04z1
Other Defense--Civil Programs,2010,54032.0,hist04z1
Environmental Protection Agency,2010,11007.0,hist04z1
Executive Office of the President,2010,582.0,hist04z1
General Services Administration,2010,861.0,hist04z1
International Assistance Programs,2010,20041.0,hist04z1
National Aeronautics and Space Administration,2010,18906.0,hist04z1
National Science Foundation,2010,6719.0,hist04z1
Office of Personnel Management,2010,69915.0,hist04z1
Small Business Administration,2010,6128.0,hist04z1
Social Security Administration (On-Budget),2010,70758.0,hist04z1
Social Security Administration (Off-Budget),2010,683420.0,hist04z1
Other Independent Agencies (On-Budget),2010,-7525.0,hist04z1
Other Independent Agencies (Off-Budget),2010,4700.0,hist04z1
Undistributed Offsetting Receipts,2010,-267886.0,hist04z1
(On-budget),2010,-134448.0,hist04z1
(Off-budget),2010,-133438.0,hist04z1
Total outlays,2010,3457079.0,hist04z1
Legislative Branch,2011,4582.0,hist04z1
Judicial Branch,2011,7293.0,hist04z1
